time_s,raw_normalised,filtered,r_peak,bpm,hrv_ms
1.5440,-0.078388,0.017030,0,NaN,NaN
1.5520,-0.080342,-0.023457,0,NaN,NaN
1.5600,-0.084737,0.105158,0,NaN,NaN
1.5680,-0.085714,0.058180,0,NaN,NaN
1.5760,-0.085714,0.030003,0,NaN,NaN
1.5840,-0.085714,0.023121,0,NaN,NaN
1.5920,-0.086203,0.035370,0,NaN,NaN
1.6000,-0.085714,0.061225,0,NaN,NaN
1.6080,-0.083272,0.090013,0,NaN,NaN
1.6160,-0.080830,0.107265,0,NaN,NaN
1.6240,-0.079853,0.103087,0,NaN,NaN
1.6320,-0.085714,0.080601,0,NaN,NaN
1.6400,-0.085714,0.052609,0,NaN,NaN
1.6480,-0.085714,0.029194,0,NaN,NaN
1.6560,-0.085714,0.011178,0,NaN,NaN
1.6640,-0.085714,-0.212717,0,NaN,NaN
1.6720,-0.085714,-0.177170,0,NaN,NaN
1.6800,-0.083761,-0.120998,0,NaN,NaN
1.6880,-0.076435,-0.064659,0,NaN,NaN
1.6960,-0.073016,-0.035561,1,NaN,NaN
1.7040,-0.074481,-0.048945,0,NaN,NaN
1.7120,-0.078877,-0.095261,0,NaN,NaN
1.7200,-0.082295,-0.146983,0,NaN,NaN
1.7280,-0.082784,-0.177677,0,NaN,NaN
1.7360,-0.079365,-0.176720,0,NaN,NaN
1.7440,-0.076435,-0.149223,0,NaN,NaN
1.7520,-0.076435,-0.105662,0,NaN,NaN
1.7600,-0.073504,-0.054855,0,NaN,NaN
1.7680,-0.069597,0.141514,0,NaN,NaN
1.7760,-0.066178,0.165377,1,NaN,NaN
1.7840,-0.067643,0.143662,0,NaN,NaN
1.7920,-0.071062,0.079149,0,NaN,NaN
1.8000,-0.076435,-0.009855,0,NaN,NaN
1.8080,-0.078388,-0.099328,0,NaN,NaN
1.8160,-0.080830,-0.168506,0,NaN,NaN
1.8240,-0.082784,-0.202821,0,NaN,NaN
1.8320,-0.083272,-0.195328,0,NaN,NaN
1.8400,-0.079365,-0.149673,0,NaN,NaN
1.8480,-0.075458,-0.079153,0,NaN,NaN
1.8560,-0.072039,0.001225,0,NaN,NaN
1.8640,-0.070085,0.082957,0,NaN,NaN
1.8720,-0.072527,0.193831,0,NaN,NaN
1.8800,-0.074481,0.163444,0,NaN,NaN
1.8880,-0.074481,0.121053,0,NaN,NaN
1.8960,-0.077411,0.083571,0,NaN,NaN
1.9040,-0.078388,0.066707,0,NaN,NaN
1.9120,-0.079853,0.080080,0,NaN,NaN
1.9200,-0.076435,0.119644,0,NaN,NaN
1.9280,-0.071551,0.165908,0,NaN,NaN
1.9360,-0.070085,0.194370,0,NaN,NaN
1.9440,-0.071551,0.190856,0,NaN,NaN
1.9520,-0.074481,0.157631,0,NaN,NaN
1.9600,-0.077411,0.106819,0,NaN,NaN
1.9680,-0.077900,0.049734,0,NaN,NaN
1.9760,-0.077900,-0.106976,0,NaN,NaN
1.9840,-0.076923,-0.076573,0,NaN,NaN
1.9920,-0.074481,-0.019568,0,NaN,NaN
2.0000,-0.070085,0.045142,0,NaN,NaN
2.0080,-0.066178,0.093111,0,NaN,NaN
2.0160,-0.065690,0.106506,0,NaN,NaN
2.0240,-0.068620,0.084371,0,NaN,NaN
2.0320,-0.071062,0.041760,0,NaN,NaN
2.0400,-0.073016,-0.000933,0,NaN,NaN
2.0480,-0.073016,-0.028691,0,NaN,NaN
2.0560,-0.073504,-0.036282,0,NaN,NaN
2.0640,-0.071551,-0.027055,0,NaN,NaN
2.0720,-0.071551,-0.008943,0,NaN,NaN
2.0800,-0.071551,-0.126197,0,NaN,NaN
2.0880,-0.070085,-0.138292,0,NaN,NaN
2.0960,-0.071062,-0.172933,0,NaN,NaN
2.1040,-0.073016,-0.226505,0,NaN,NaN
2.1120,-0.077411,-0.283511,0,NaN,NaN
2.1200,-0.079365,-0.323318,0,NaN,NaN
2.1280,-0.077900,-0.331807,0,NaN,NaN
2.1360,-0.076435,-0.308262,0,NaN,NaN
2.1440,-0.071551,-0.263041,0,NaN,NaN
2.1520,-0.070574,-0.209392,0,NaN,NaN
2.1600,-0.069597,-0.156968,0,NaN,NaN
2.1680,-0.063736,-0.111038,0,NaN,NaN
2.1760,-0.064713,-0.071567,0,NaN,NaN
2.1840,-0.068620,0.068779,0,NaN,NaN
2.1920,-0.070085,0.021421,0,NaN,NaN
2.2000,-0.072527,-0.022601,0,NaN,NaN
2.2080,-0.071551,-0.049232,0,NaN,NaN
2.2160,-0.072527,-0.050711,0,NaN,NaN
2.2240,-0.071551,-0.024512,0,NaN,NaN
2.2320,-0.070085,0.025540,0,NaN,NaN
2.2400,-0.067155,0.086568,0,NaN,NaN
2.2480,-0.062759,0.137315,0,NaN,NaN
2.2560,-0.061294,0.155817,1,NaN,NaN
2.2640,-0.062759,0.130756,1,NaN,NaN
2.2720,-0.067155,0.067191,0,NaN,NaN
2.2800,-0.069597,-0.017759,0,NaN,NaN
2.2880,-0.070085,-0.026606,0,NaN,NaN
2.2960,-0.069109,-0.023325,0,NaN,NaN
2.3040,-0.068132,0.009474,0,NaN,NaN
2.3120,-0.066667,0.059514,0,NaN,NaN
2.3200,-0.062271,0.105974,0,NaN,NaN
2.3280,-0.060806,0.125342,1,NaN,NaN
