time_s,raw_normalised,filtered,r_peak,bpm,hrv_ms
2.4240,-0.134066,-0.034210,0,NaN,NaN
2.4320,-0.146764,-0.049971,0,NaN,NaN
2.4400,-0.151648,-0.056161,0,NaN,NaN
2.4480,-0.148230,-0.052087,0,NaN,NaN
2.4560,-0.138950,-0.040719,0,NaN,NaN
2.4640,-0.126252,-0.025161,0,NaN,NaN
2.4720,-0.115018,-0.011583,0,NaN,NaN
2.4800,-0.108181,-0.003578,0,NaN,NaN
2.4880,-0.109158,-0.005163,0,NaN,NaN
2.4960,-0.115995,-0.010256,0,NaN,NaN
2.5040,-0.119902,-0.015394,0,NaN,NaN
2.5120,-0.123810,-0.020523,0,NaN,NaN
2.5200,-0.124298,-0.021454,0,NaN,NaN
2.5280,-0.123810,-0.021208,0,NaN,NaN
2.5360,-0.122344,-0.019705,0,NaN,NaN
2.5440,-0.117949,-0.014637,0,NaN,NaN
2.5520,-0.113553,-0.009596,0,NaN,NaN
2.5600,-0.110623,-0.006432,0,NaN,NaN
2.5680,-0.109646,-0.005512,0,NaN,NaN
2.5760,-0.112088,-0.008363,0,NaN,NaN
2.5840,-0.111111,-0.006422,0,NaN,NaN
2.5920,-0.106716,0.000298,0,NaN,NaN
2.6000,-0.101343,0.003351,0,NaN,NaN
2.6080,-0.093529,0.014409,0,NaN,NaN
2.6160,-0.090110,0.020200,0,NaN,NaN
2.6240,-0.086203,0.026504,0,NaN,NaN
2.6320,-0.085226,0.028921,0,NaN,NaN
2.6400,-0.085714,0.029020,0,NaN,NaN
2.6480,-0.090598,0.023310,0,NaN,NaN
2.6560,-0.096459,0.016017,0,NaN,NaN
2.6640,-0.098413,0.013360,0,NaN,NaN
2.6720,-0.095971,0.016144,0,NaN,NaN
2.6800,-0.092063,0.021020,0,NaN,NaN
2.6880,-0.089621,0.024433,0,NaN,NaN
2.6960,-0.085714,0.029878,0,NaN,NaN
2.7040,-0.083272,0.016053,0,NaN,NaN
2.7120,-0.079365,0.020725,0,NaN,NaN
2.7200,-0.079365,0.020200,0,NaN,NaN
2.7280,-0.078877,0.019805,0,NaN,NaN
2.7360,-0.076923,0.020819,0,NaN,NaN
2.7440,-0.071551,0.025813,0,NaN,NaN
2.7520,-0.062271,0.035602,0,NaN,NaN
2.7600,-0.053968,0.044390,0,NaN,NaN
2.7680,-0.041758,0.058254,0,NaN,NaN
2.7760,-0.033455,0.067630,0,NaN,NaN
2.7840,-0.026129,0.075985,0,NaN,NaN
2.7920,-0.019780,0.083086,0,NaN,NaN
2.8000,-0.015873,0.086951,0,NaN,NaN
2.8080,-0.014408,0.061265,0,NaN,NaN
2.8160,-0.018803,0.054422,0,NaN,NaN
2.8240,-0.023199,0.047506,0,NaN,NaN
2.8320,-0.024176,0.044710,0,NaN,NaN
2.8400,-0.024176,0.043077,0,NaN,NaN
2.8480,-0.022222,0.043875,0,NaN,NaN
2.8560,-0.015385,0.050686,0,NaN,NaN
2.8640,-0.005617,0.061087,0,NaN,NaN
2.8720,0.009524,0.078003,0,NaN,NaN
2.8800,0.020757,0.089999,0,NaN,NaN
2.8880,0.024664,0.092994,0,NaN,NaN
2.8960,0.026129,0.093055,0,NaN,NaN
2.9040,0.027106,0.092600,0,NaN,NaN
2.9120,0.031502,0.073083,0,NaN,NaN
2.9200,0.036386,0.077508,0,NaN,NaN
2.9280,0.038828,0.078986,0,NaN,NaN
2.9360,0.038828,0.077444,0,NaN,NaN
2.9440,0.036874,0.073437,0,NaN,NaN
2.9520,0.033455,0.067436,0,NaN,NaN
2.9600,0.031013,0.062382,0,NaN,NaN
2.9680,0.025153,0.053002,0,NaN,NaN
2.9760,0.022222,0.047165,0,NaN,NaN
2.9840,0.015385,0.036564,0,NaN,NaN
2.9920,0.014408,0.033080,0,NaN,NaN
3.0000,0.010501,0.026023,0,NaN,NaN
3.0080,0.006105,0.018329,0,NaN,NaN
3.0160,-0.007570,0.018319,0,NaN,NaN
3.0240,-0.017827,0.004381,0,NaN,NaN
3.0320,-0.026618,-0.007814,0,NaN,NaN
3.0400,-0.039316,-0.024791,0,NaN,NaN
3.0480,-0.056899,-0.047653,0,NaN,NaN
3.0560,-0.075458,-0.071517,0,NaN,NaN
3.0640,-0.089133,-0.089243,0,NaN,NaN
3.0720,-0.097924,-0.100707,0,NaN,NaN
3.0800,-0.100366,-0.104212,0,NaN,NaN
3.0880,-0.097924,-0.101561,0,NaN,NaN
3.0960,-0.091087,-0.093367,0,NaN,NaN
3.1040,-0.086203,-0.087443,0,NaN,NaN
3.1120,-0.083272,-0.083860,0,NaN,NaN
3.1200,-0.083272,-0.060418,0,NaN,NaN
3.1280,-0.085714,-0.063136,0,NaN,NaN
3.1360,-0.092552,-0.071234,0,NaN,NaN
3.1440,-0.097924,-0.077533,0,NaN,NaN
3.1520,-0.097924,-0.077209,0,NaN,NaN
3.1600,-0.094505,-0.072511,0,NaN,NaN
3.1680,-0.089133,-0.065133,0,NaN,NaN
3.1760,-0.086691,-0.060865,0,NaN,NaN
3.1840,-0.085714,-0.057998,0,NaN,NaN
3.1920,-0.084737,-0.054933,0,NaN,NaN
3.2000,-0.085226,-0.053519,0,NaN,NaN
3.2080,-0.085226,-0.051374,0,NaN,NaN
3.2160,-0.085226,-0.048976,0,NaN,NaN
3.2240,-0.082295,-0.025975,0,NaN,NaN
3.2320,-0.076923,-0.016928,0,NaN,NaN
3.2400,-0.073504,-0.010162,0,NaN,NaN
3.2480,-0.074969,-0.009300,0,NaN,NaN
3.2560,-0.082295,-0.015569,0,NaN,NaN
3.2640,-0.093529,-0.026556,0,NaN,NaN
3.2720,-0.102808,-0.035196,0,NaN,NaN
3.2800,-0.113553,-0.045583,0,NaN,NaN
3.2880,-0.123321,-0.054846,0,NaN,NaN
3.2960,-0.127717,-0.057449,0,NaN,NaN
3.3040,-0.125763,-0.052281,0,NaN,NaN
3.3120,-0.116972,-0.038760,0,NaN,NaN
3.3200,-0.106716,-0.023742,0,NaN,NaN
3.3280,-0.101832,-0.020585,0,NaN,NaN
3.3360,-0.102320,-0.019727,0,NaN,NaN
3.3440,-0.108669,-0.026287,0,NaN,NaN
3.3520,-0.116972,-0.035639,0,NaN,NaN
3.3600,-0.123810,-0.043660,0,NaN,NaN
3.3680,-0.125275,-0.045478,0,NaN,NaN
3.3760,-0.119902,-0.039194,0,NaN,NaN
3.3840,-0.106716,-0.023450,0,NaN,NaN
3.3920,-0.088156,-0.001093,0,NaN,NaN
3.4000,-0.061294,0.031590,0,NaN,NaN
3.4080,-0.022222,0.079324,0,NaN,NaN
3.4160,0.030525,0.143848,0,NaN,NaN
3.4240,0.096459,0.224478,0,NaN,NaN
3.4320,0.186813,0.119834,0,NaN,NaN
3.4400,0.301587,0.255451,0,NaN,NaN
3.4480,0.422711,0.398495,0,NaN,NaN
3.4560,0.542369,0.539544,0,NaN,NaN
3.4640,0.651282,0.667346,0,NaN,NaN
3.4720,0.748962,0.781349,0,NaN,NaN
3.4800,0.835409,0.881465,0,NaN,NaN
3.4880,0.880830,0.931266,1,NaN,NaN
3.4960,0.863248,0.903903,0,NaN,NaN
3.5040,0.782662,0.799314,0,NaN,NaN
3.5120,0.646398,0.626436,0,NaN,NaN
3.5200,0.485714,0.423409,0,NaN,NaN
3.5280,0.320635,0.214749,0,NaN,NaN
3.5360,0.177534,0.053966,0,NaN,NaN
3.5440,0.076435,-0.074624,0,NaN,NaN
3.5520,0.024664,-0.143238,0,NaN,NaN
3.5600,0.022711,-0.151449,0,NaN,NaN
3.5680,0.044689,-0.130993,0,NaN,NaN
3.5760,0.078877,-0.096165,0,NaN,NaN
3.5840,0.110134,-0.065526,0,NaN,NaN
3.5920,0.135043,-0.043267,0,NaN,NaN
3.6000,0.144322,-0.040606,0,NaN,NaN
3.6080,0.128694,-0.068721,0,NaN,NaN
3.6160,0.093040,-0.121468,0,NaN,NaN
3.6240,0.046642,-0.187485,0,NaN,NaN
3.6320,0.006593,-0.246087,0,NaN,NaN
3.6400,-0.031013,-0.203508,0,NaN,NaN
3.6480,-0.059829,-0.244778,0,NaN,NaN
3.6560,-0.081319,-0.277569,0,NaN,NaN
3.6640,-0.096947,-0.303660,0,NaN,NaN
3.6720,-0.102320,-0.317573,0,NaN,NaN
3.6800,-0.104762,-0.328088,0,NaN,NaN
3.6880,-0.106716,-0.337984,0,NaN,NaN
3.6960,-0.108669,-0.347703,0,NaN,NaN
3.7040,-0.110623,-0.356990,0,NaN,NaN
3.7120,-0.109158,-0.361275,0,NaN,NaN
3.7200,-0.107204,-0.363658,0,NaN,NaN
3.7280,-0.105739,-0.364818,0,NaN,NaN
3.7360,-0.104274,-0.363230,0,NaN,NaN
3.7440,-0.104762,-0.265529,0,NaN,NaN
3.7520,-0.101832,-0.254315,0,NaN,NaN
3.7600,-0.102320,-0.243907,0,NaN,NaN
3.7680,-0.102808,-0.230217,0,NaN,NaN
3.7760,-0.108181,-0.219258,0,NaN,NaN
3.7840,-0.111600,-0.202817,0,NaN,NaN
3.7920,-0.112576,-0.181220,0,NaN,NaN
3.8000,-0.111111,-0.156094,0,NaN,NaN
3.8080,-0.106716,-0.128628,0,NaN,NaN
3.8160,-0.102320,-0.104119,0,NaN,NaN
3.8240,-0.100366,-0.086496,0,NaN,NaN
3.8320,-0.094505,-0.068486,0,NaN,NaN
3.8400,-0.088156,-0.053883,0,NaN,NaN
3.8480,-0.089621,-0.037202,0,NaN,NaN
3.8560,-0.094994,-0.041654,0,NaN,NaN
3.8640,-0.100855,-0.046661,0,NaN,NaN
3.8720,-0.105739,-0.049824,0,NaN,NaN
3.8800,-0.102320,-0.041881,0,NaN,NaN
3.8880,-0.100366,-0.034706,0,NaN,NaN
3.8960,-0.094994,-0.022472,0,NaN,NaN
3.9040,-0.092063,-0.012677,0,NaN,NaN
3.9120,-0.088156,-0.001850,0,NaN,NaN
3.9200,-0.085226,0.007031,0,NaN,NaN
3.9280,-0.085226,0.011210,0,NaN,NaN
3.9360,-0.084737,0.014950,0,NaN,NaN
3.9440,-0.084737,0.017061,0,NaN,NaN
3.9520,-0.078877,0.012183,0,NaN,NaN
3.9600,-0.073016,0.019489,0,NaN,NaN
3.9680,-0.067643,0.025814,0,NaN,NaN
3.9760,-0.061783,0.032585,0,NaN,NaN
3.9840,-0.054945,0.040463,0,NaN,NaN
3.9920,-0.052503,0.042931,0,NaN,NaN
4.0000,-0.049084,0.046508,0,NaN,NaN
4.0080,-0.052503,0.041700,0,NaN,NaN
4.0160,-0.055922,0.036902,0,NaN,NaN
4.0240,-0.060806,0.030352,0,NaN,NaN
4.0320,-0.055922,0.035678,0,NaN,NaN
4.0400,-0.049573,0.042798,0,NaN,NaN
4.0480,-0.038828,0.055210,0,NaN,NaN
4.0560,-0.028571,0.041473,0,NaN,NaN
4.0640,-0.016361,0.055320,0,NaN,NaN
4.0720,-0.007082,0.065555,0,NaN,NaN
4.0800,0.006593,0.080946,0,NaN,NaN
4.0880,0.009035,0.082551,0,NaN,NaN
4.0960,0.010501,0.082883,0,NaN,NaN
4.1040,0.008059,0.078444,0,NaN,NaN
4.1120,0.007082,0.075840,0,NaN,NaN
4.1200,0.002686,0.069144,0,NaN,NaN
4.1280,-0.004640,0.058881,0,NaN,NaN
4.1360,-0.007082,0.054659,0,NaN,NaN
4.1440,-0.007570,0.052942,0,NaN,NaN
4.1520,-0.007570,0.051713,0,NaN,NaN
4.1600,-0.004640,0.031686,0,NaN,NaN
4.1680,-0.002198,0.032914,0,NaN,NaN
4.1760,-0.002198,0.030980,0,NaN,NaN
4.1840,-0.002198,0.029052,0,NaN,NaN
4.1920,-0.000244,0.029464,0,NaN,NaN
4.2000,0.009035,0.038831,0,NaN,NaN
4.2080,0.018315,0.048193,0,NaN,NaN
4.2160,0.025641,0.055204,0,NaN,NaN
